Acquired on 3/23/2026 at 20:46:34
Calibrated on 2/21/2023 at 03:14:48
Device Descriptor:  [none]
Scan Range (nm):  1545.445  --  1588.034
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100209
Frequency domain window was not applied to measurement data.
Gage length:  1.000766 cm
Sensor spacing:  0.099884 cm
Number of Data Points (in this file):  41648
NOTE: Data stored in this file is not decimated.

Length (m)	Length (m)	Amplitude (dB/mm)	Spectral Shift (GHz)	Spectral Shift Quality	
2.64407849E+000		-1.07869301E+002		0.00000000E+000	
2.64409781E+000		-1.08240952E+002		0.00000000E+000	
2.64411688E+000		-1.09085648E+002		0.00000000E+000	
2.64413619E+000		-1.08626099E+002		0.00000000E+000	
2.64415526E+000		-1.08925980E+002		0.00000000E+000	
2.64417458E+000		-1.07577637E+002		0.00000000E+000	
2.64419389E+000		-1.06956169E+002		0.00000000E+000	
2.64421296E+000		-1.07096924E+002		0.00000000E+000	
2.64423227E+000		-1.07850189E+002		0.00000000E+000	
2.64425135E+000		-1.07774902E+002		0.00000000E+000	
2.64427066E+000		-1.08991577E+002		0.00000000E+000	
2.64428973E+000		-1.09362198E+002		0.00000000E+000	
2.64430904E+000		-1.09062767E+002		0.00000000E+000	
2.64432836E+000		-1.07576797E+002		0.00000000E+000	
2.64434743E+000		-1.07123428E+002		0.00000000E+000	
2.64436674E+000		-1.07223930E+002		0.00000000E+000	
2.64438581E+000		-1.07730362E+002		0.00000000E+000	
2.64440513E+000		-1.08549927E+002		0.00000000E+000	
2.64442420E+000		-1.11441658E+002		0.00000000E+000	
2.64444351E+000		-1.12557068E+002		0.00000000E+000	
2.64446282E+000		-1.12483078E+002		0.00000000E+000	
2.64448190E+000		-1.10555656E+002		0.00000000E+000	
2.64450121E+000		-1.10043350E+002		0.00000000E+000	
2.64452028E+000		-1.10896469E+002		0.00000000E+000	
2.64453959E+000		-1.08182419E+002		0.00000000E+000	
2.64455867E+000		-1.06506165E+002		0.00000000E+000	
2.64457798E+000		-1.07267471E+002		0.00000000E+000	
2.64459729E+000		-1.06831657E+002		0.00000000E+000	
2.64461637E+000		-1.06107323E+002		0.00000000E+000	
2.64463568E+000		-1.07426567E+002		0.00000000E+000	
2.64465475E+000		-1.08848282E+002		0.00000000E+000	
2.64467406E+000		-1.08036835E+002		0.00000000E+000	
2.64469314E+000		-1.08920517E+002		0.00000000E+000	
2.64471245E+000		-1.10181824E+002		0.00000000E+000	
2.64473152E+000		-1.09093513E+002		0.00000000E+000	
2.64475083E+000		-1.09801849E+002		0.00000000E+000	
2.64477015E+000		-1.10168449E+002		0.00000000E+000	
2.64478922E+000		-1.10313637E+002		0.00000000E+000	
2.64480853E+000		-1.08790741E+002		0.00000000E+000	
2.64482760E+000		-1.10265182E+002		0.00000000E+000	
2.64484692E+000		-1.08839577E+002		0.00000000E+000	
2.64486599E+000		-1.09143723E+002		0.00000000E+000	
2.64488530E+000		-1.07953186E+002		0.00000000E+000	
2.64490461E+000		-1.09277771E+002		0.00000000E+000	
2.64492369E+000		-1.09295433E+002		0.00000000E+000	
2.64494300E+000		-1.11254646E+002		0.00000000E+000	
2.64496207E+000		-1.10863327E+002		0.00000000E+000	
2.64498138E+000		-1.11821632E+002		0.00000000E+000	
2.64500046E+000		-1.08564262E+002		0.00000000E+000	
2.64501977E+000		-1.08619949E+002		0.00000000E+000	
2.64503908E+000		-1.07054207E+002		0.00000000E+000	
2.64505816E+000		-1.07244225E+002		0.00000000E+000	
2.64507747E+000		-1.07010086E+002		0.00000000E+000	
2.64509654E+000		-1.07214432E+002		0.00000000E+000	
2.64511585E+000		-1.06062546E+002		0.00000000E+000	
2.64513493E+000		-1.06815842E+002		0.00000000E+000	
2.64515424E+000		-1.06871910E+002		0.00000000E+000	
2.64517355E+000		-1.05379112E+002		0.00000000E+000	
2.64519262E+000		-1.06586922E+002		0.00000000E+000	
2.64521194E+000		-1.07942139E+002		0.00000000E+000	
2.64523101E+000		-1.07874802E+002		0.00000000E+000	
2.64525032E+000		-1.07569572E+002		0.00000000E+000	
2.64526939E+000		-1.10976418E+002		0.00000000E+000	
2.64528871E+000		-1.11117096E+002		0.00000000E+000	
2.64530778E+000		-1.09140770E+002		0.00000000E+000	
2.64532709E+000		-1.07465805E+002		0.00000000E+000	
2.64534640E+000		-1.07581085E+002		0.00000000E+000	
2.64536548E+000		-1.06745522E+002		0.00000000E+000	
2.64538479E+000		-1.06370461E+002		0.00000000E+000	
2.64540386E+000		-1.07374893E+002		0.00000000E+000	
2.64542317E+000		-1.09952477E+002		0.00000000E+000	
2.64544225E+000		-1.10356415E+002		0.00000000E+000	
2.64546156E+000		-1.11149002E+002		0.00000000E+000	
2.64548087E+000		-1.11131401E+002		0.00000000E+000	
2.64549994E+000		-1.06732628E+002		0.00000000E+000	
2.64551926E+000		-1.04563179E+002		0.00000000E+000	
2.64553833E+000		-1.03801605E+002		0.00000000E+000	
2.64555764E+000		-1.04135818E+002		0.00000000E+000	
2.64557672E+000		-1.03942566E+002		0.00000000E+000	
2.64559603E+000		-1.05466843E+002		0.00000000E+000	
2.64561534E+000		-1.07699242E+002		0.00000000E+000	
2.64563441E+000		-1.09356194E+002		0.00000000E+000	
2.64565372E+000		-1.09833710E+002		0.00000000E+000	
2.64567280E+000		-1.09208664E+002		0.00000000E+000	
2.64569211E+000		-1.09514053E+002		0.00000000E+000	
2.64571118E+000		-1.09217003E+002		0.00000000E+000	
2.64573050E+000		-1.08906929E+002		0.00000000E+000	
2.64574981E+000		-1.07678284E+002		0.00000000E+000	
2.64576888E+000		-1.08484207E+002		0.00000000E+000	
2.64578819E+000		-1.08561623E+002		0.00000000E+000	
2.64580727E+000		-1.08185715E+002		0.00000000E+000	
2.64582658E+000		-1.08291786E+002		0.00000000E+000	
2.64584565E+000		-1.08989723E+002		0.00000000E+000	
2.64586496E+000		-1.07975433E+002		0.00000000E+000	
2.64588404E+000		-1.08011467E+002		0.00000000E+000	
2.64590335E+000		-1.07631989E+002		0.00000000E+000	
2.64592266E+000		-1.07952652E+002		0.00000000E+000	
2.64594173E+000		-1.07558853E+002		0.00000000E+000	
2.64596105E+000		-1.08219391E+002		0.00000000E+000	
2.64598012E+000		-1.06617622E+002		0.00000000E+000	
2.64599943E+000		-1.07188271E+002		0.00000000E+000	
2.64601851E+000		-1.06340820E+002		0.00000000E+000	
2.64603782E+000		-1.05338272E+002		0.00000000E+000	
2.64605713E+000		-1.05629532E+002		0.00000000E+000	
2.64607620E+000		-1.06200729E+002		0.00000000E+000	
2.64609551E+000		-1.06069992E+002		0.00000000E+000	
2.64611459E+000		-1.06155792E+002		0.00000000E+000	
2.64613390E+000		-1.07750237E+002		0.00000000E+000	
2.64615297E+000		-1.06711617E+002		0.00000000E+000	
2.64617229E+000		-1.06152161E+002		0.00000000E+000	
2.64619160E+000		-1.06770515E+002		0.00000000E+000	
2.64621067E+000		-1.07743690E+002		0.00000000E+000	
2.64622998E+000		-1.07415817E+002		0.00000000E+000	
2.64624906E+000		-1.07419113E+002		0.00000000E+000	
2.64626837E+000		-1.08917198E+002		0.00000000E+000	
2.64628744E+000		-1.08267685E+002		0.00000000E+000	
2.64630675E+000		-1.07729332E+002		0.00000000E+000	
2.64632607E+000		-1.06815430E+002		0.00000000E+000	
2.64634514E+000		-1.07012375E+002		0.00000000E+000	
2.64636445E+000		-1.06481819E+002		0.00000000E+000	
2.64638352E+000		-1.06887596E+002		0.00000000E+000	
2.64640284E+000		-1.06984802E+002		0.00000000E+000	
2.64642191E+000		-1.08851761E+002		0.00000000E+000	
2.64644122E+000		-1.08469070E+002		0.00000000E+000	
2.64646029E+000		-1.09419823E+002		0.00000000E+000	
2.64647961E+000		-1.07518570E+002		0.00000000E+000	
2.64649892E+000		-1.07451691E+002		0.00000000E+000	
2.64651799E+000		-1.06914856E+002		0.00000000E+000	
2.64653730E+000		-1.08446999E+002		0.00000000E+000	
2.64655638E+000		-1.07979469E+002		0.00000000E+000	
2.64657569E+000		-1.09288597E+002		0.00000000E+000	
2.64659476E+000		-1.09600037E+002		0.00000000E+000	
2.64661407E+000		-1.07223694E+002		0.00000000E+000	
2.64663339E+000		-1.06781021E+002		0.00000000E+000	
2.64665246E+000		-1.06691208E+002		0.00000000E+000	
2.64667177E+000		-1.07226227E+002		0.00000000E+000	
2.64669085E+000		-1.06741570E+002		0.00000000E+000	
2.64671016E+000		-1.08541908E+002		0.00000000E+000	
2.64672923E+000		-1.08719360E+002		0.00000000E+000	
2.64674854E+000		-1.06603477E+002		0.00000000E+000	
2.64676785E+000		-1.05876961E+002		0.00000000E+000	
2.64678693E+000		-1.05602348E+002		0.00000000E+000	
2.64680624E+000		-1.06068459E+002		0.00000000E+000	
2.64682531E+000		-1.05867653E+002		0.00000000E+000	
2.64684463E+000		-1.03657547E+002		0.00000000E+000	
2.64686370E+000		-1.03670685E+002		0.00000000E+000	
2.64688301E+000		-1.04090729E+002		0.00000000E+000	
2.64690232E+000		-1.03999901E+002		0.00000000E+000	
2.64692140E+000		-1.04168922E+002		0.00000000E+000	
2.64694071E+000		-1.08910896E+002		0.00000000E+000	
2.64695978E+000		-1.10111931E+002		0.00000000E+000	
2.64697909E+000		-1.09362839E+002		0.00000000E+000	
2.64699817E+000		-1.07028694E+002		0.00000000E+000	
2.64701748E+000		-1.06681305E+002		0.00000000E+000	
2.64703655E+000		-1.07221893E+002		0.00000000E+000	
2.64705586E+000		-1.07107231E+002		0.00000000E+000	
2.64707518E+000		-1.07544083E+002		0.00000000E+000	
2.64709425E+000		-1.09158493E+002		0.00000000E+000	
2.64711356E+000		-1.08639038E+002		0.00000000E+000	
2.64713264E+000		-1.07640305E+002		0.00000000E+000	
2.64715195E+000		-1.06951744E+002		0.00000000E+000	
2.64717102E+000		-1.05598953E+002		0.00000000E+000	
2.64719033E+000		-1.05405876E+002		0.00000000E+000	
2.64720964E+000		-1.05145027E+002		0.00000000E+000	
2.64722872E+000		-1.04969086E+002		0.00000000E+000	
2.64724803E+000		-1.04345337E+002		0.00000000E+000	
2.64726710E+000		-1.05372002E+002		0.00000000E+000	
2.64728642E+000		-1.05736160E+002		0.00000000E+000	
2.64730549E+000		-1.06605270E+002		0.00000000E+000	
2.64732480E+000		-1.07569153E+002		0.00000000E+000	
2.64734411E+000		-1.10548141E+002		0.00000000E+000	
2.64736319E+000		-1.07067810E+002		0.00000000E+000	
2.64738250E+000		-1.07042839E+002		0.00000000E+000	
2.64740157E+000		-1.06855461E+002		0.00000000E+000	
2.64742088E+000		-1.07138435E+002		0.00000000E+000	
2.64743996E+000		-1.06900215E+002		0.00000000E+000	
2.64745927E+000		-1.07247086E+002		0.00000000E+000	
2.64747858E+000		-1.07813492E+002		0.00000000E+000	
2.64749765E+000		-1.08373886E+002		0.00000000E+000	
2.64751697E+000		-1.07013481E+002		0.00000000E+000	
2.64753604E+000		-1.03796684E+002		0.00000000E+000	
2.64755535E+000		-1.04506943E+002		0.00000000E+000	
2.64757442E+000		-1.04600487E+002		0.00000000E+000	
2.64759374E+000		-1.03349266E+002		0.00000000E+000	
2.64761281E+000		-1.00526955E+002		0.00000000E+000	
2.64763212E+000		-1.00657417E+002		0.00000000E+000	
2.64765143E+000		-1.00234024E+002		0.00000000E+000	
2.64767051E+000		-1.00049675E+002		0.00000000E+000	
2.64768982E+000		-1.00220184E+002		0.00000000E+000	
2.64770889E+000		-1.01568901E+002		0.00000000E+000	
2.64772820E+000		-1.02276001E+002		0.00000000E+000	
2.64774728E+000		-1.02613136E+002		0.00000000E+000	
2.64776659E+000		-1.00662315E+002		0.00000000E+000	
2.64778590E+000		-1.00598457E+002		0.00000000E+000	
2.64780498E+000		-1.01003197E+002		0.00000000E+000	
2.64782429E+000		-1.00348701E+002		0.00000000E+000	
2.64784336E+000		-9.92232132E+001		0.00000000E+000	
2.64786267E+000		-1.00157623E+002		0.00000000E+000	
2.64788175E+000		-9.99301147E+001		0.00000000E+000	
2.64790106E+000		-9.78887253E+001		0.00000000E+000	
2.64792037E+000		-9.84859161E+001		0.00000000E+000	
2.64793944E+000		-9.94512939E+001		0.00000000E+000	
2.64795876E+000		-9.92702103E+001		0.00000000E+000	
2.64797783E+000		-9.87119904E+001		0.00000000E+000	
2.64799714E+000		-1.02072006E+002		0.00000000E+000	
2.64801621E+000		-1.01783691E+002		0.00000000E+000	
2.64803553E+000		-1.01672981E+002		0.00000000E+000	
2.64805460E+000		-1.01655617E+002		0.00000000E+000	
2.64807391E+000		-1.02881584E+002		0.00000000E+000	
2.64809322E+000		-1.02551285E+002		0.00000000E+000	
2.64811230E+000		-9.99239044E+001		0.00000000E+000	
2.64813161E+000		-9.91858978E+001		0.00000000E+000	
2.64815068E+000		-9.97775345E+001		0.00000000E+000	
2.64816999E+000		-1.00375534E+002		0.00000000E+000	
2.64818907E+000		-9.97214813E+001		0.00000000E+000	
2.64820838E+000		-1.02170029E+002		0.00000000E+000	
2.64822769E+000		-1.03451920E+002		0.00000000E+000	
2.64824677E+000		-1.01429596E+002		0.00000000E+000	
2.64826608E+000		-1.01234421E+002		0.00000000E+000	
2.64828515E+000		-1.02294914E+002		0.00000000E+000	
2.64830446E+000		-1.02387436E+002		0.00000000E+000	
2.64832354E+000		-1.01245918E+002		0.00000000E+000	
2.64834285E+000		-1.02809082E+002		0.00000000E+000	
2.64836216E+000		-1.02813683E+002		0.00000000E+000	
2.64838123E+000		-1.02391296E+002		0.00000000E+000	
2.64840055E+000		-1.02656487E+002		0.00000000E+000	
2.64841962E+000		-1.04899147E+002		0.00000000E+000	
2.64843893E+000		-1.04472717E+002		0.00000000E+000	
2.64845800E+000		-1.04638351E+002		0.00000000E+000	
2.64847732E+000		-1.03318024E+002		0.00000000E+000	
2.64849663E+000		-1.02627136E+002		0.00000000E+000	
2.64851570E+000		-1.02724106E+002		0.00000000E+000	
2.64853501E+000		-1.03529892E+002		0.00000000E+000	
2.64855409E+000		-9.95091629E+001		0.00000000E+000	
2.64857340E+000		-1.00220886E+002		0.00000000E+000	
2.64859247E+000		-9.98220825E+001		0.00000000E+000	
2.64861178E+000		-9.96602783E+001		0.00000000E+000	
2.64863086E+000		-9.91221542E+001		0.00000000E+000	
2.64865017E+000		-1.00814781E+002		0.00000000E+000	
2.64866948E+000		-1.00932236E+002		0.00000000E+000	
2.64868855E+000		-1.01732368E+002		0.00000000E+000	
2.64870787E+000		-1.01588669E+002		0.00000000E+000	
2.64872694E+000		-1.02397049E+002		0.00000000E+000	
2.64874625E+000		-1.04809128E+002		0.00000000E+000	
2.64876533E+000		-1.04267113E+002		0.00000000E+000	
2.64878464E+000		-1.02295799E+002		0.00000000E+000	
2.64880395E+000		-1.00992363E+002		0.00000000E+000	
2.64882302E+000		-9.97656250E+001		0.00000000E+000	
2.64884233E+000		-9.95932312E+001		0.00000000E+000	
2.64886141E+000		-9.89112473E+001		0.00000000E+000	
2.64888072E+000		-9.97975845E+001		0.00000000E+000	
2.64889979E+000		-1.00198242E+002		0.00000000E+000	
2.64891911E+000		-1.01247368E+002		0.00000000E+000	
2.64893842E+000		-1.01681511E+002		0.00000000E+000	
2.64895749E+000		-9.96998672E+001		0.00000000E+000	
2.64897680E+000		-9.93810272E+001		0.00000000E+000	
2.64899588E+000		-9.95290070E+001		0.00000000E+000	
2.64901519E+000		-9.93369141E+001		0.00000000E+000	
2.64903426E+000		-9.89046936E+001		0.00000000E+000	
2.64905357E+000		-1.01893600E+002		0.00000000E+000	
2.64907289E+000		-1.01338921E+002		0.00000000E+000	
2.64909196E+000		-1.02120743E+002		0.00000000E+000	
2.64911127E+000		-1.02829781E+002		0.00000000E+000	
2.64913034E+000		-1.03433571E+002		0.00000000E+000	
2.64914966E+000		-1.03631279E+002		0.00000000E+000	
2.64916873E+000		-1.02840355E+002		0.00000000E+000	
2.64918804E+000		-1.03428040E+002		0.00000000E+000	
2.64920712E+000		-1.03485977E+002		0.00000000E+000	
2.64922643E+000		-1.03851410E+002		0.00000000E+000	
2.64924574E+000		-1.03618965E+002		0.00000000E+000	
2.64926481E+000		-1.07859657E+002		0.00000000E+000	
2.64928412E+000		-1.05628143E+002		0.00000000E+000	
2.64930320E+000		-1.03895325E+002		0.00000000E+000	
2.64932251E+000		-1.03715775E+002		0.00000000E+000	
2.64934158E+000		-1.03930954E+002		0.00000000E+000	
2.64936090E+000		-1.03367554E+002		0.00000000E+000	
2.64938021E+000		-1.03688965E+002		0.00000000E+000	
2.64939928E+000		-1.05290787E+002		0.00000000E+000	
2.64941859E+000		-1.04671822E+002		0.00000000E+000	
2.64943767E+000		-1.04648300E+002		0.00000000E+000	
2.64945698E+000		-1.04685776E+002		0.00000000E+000	
2.64947605E+000		-1.02761223E+002		0.00000000E+000	
2.64949536E+000		-1.02439766E+002		0.00000000E+000	
2.64951468E+000		-1.01461655E+002		0.00000000E+000	
2.64953375E+000		-1.01191940E+002		0.00000000E+000	
2.64955306E+000		-1.00635139E+002		0.00000000E+000	
2.64957213E+000		-1.02326645E+002		0.00000000E+000	
2.64959145E+000		-1.02480286E+002		0.00000000E+000	
2.64961052E+000		-1.01318283E+002		0.00000000E+000	
2.64962983E+000		-1.00832939E+002		0.00000000E+000	
2.64964914E+000		-1.00277039E+002		0.00000000E+000	
2.64966822E+000		-9.95748138E+001		0.00000000E+000	
2.64968753E+000		-9.97178955E+001		0.00000000E+000	
2.64970660E+000		-9.99810638E+001		0.00000000E+000	
2.64972591E+000		-1.00502518E+002		0.00000000E+000	
2.64974499E+000		-1.01409317E+002		0.00000000E+000	
2.64976430E+000		-1.01296463E+002		0.00000000E+000	
2.64978337E+000		-1.01171532E+002		0.00000000E+000	
2.64980268E+000		-1.03298676E+002		0.00000000E+000	
2.64982200E+000		-1.02611427E+002		0.00000000E+000	
2.64984107E+000		-1.01508011E+002		0.00000000E+000	
2.64986038E+000		-1.02551086E+002		0.00000000E+000	
2.64987946E+000		-1.02200996E+002		0.00000000E+000	
2.64989877E+000		-1.02328079E+002		0.00000000E+000	
2.64991784E+000		-1.02505730E+002		0.00000000E+000	
2.64993715E+000		-1.03950043E+002		0.00000000E+000	
2.64995646E+000		-1.03349609E+002		0.00000000E+000	
2.64997554E+000		-1.02892349E+002		0.00000000E+000	
2.64999485E+000		-1.02486496E+002		0.00000000E+000	
2.65001392E+000		-1.01868774E+002		0.00000000E+000	
2.65003324E+000		-1.01269928E+002		0.00000000E+000	
2.65005231E+000		-1.01382515E+002		0.00000000E+000	
2.65007162E+000		-1.01671982E+002		0.00000000E+000	
2.65009093E+000		-1.01321220E+002		0.00000000E+000	
2.65011001E+000		-1.00996513E+002		0.00000000E+000	
2.65012932E+000		-1.02312408E+002		0.00000000E+000	
2.65014839E+000		-1.02714584E+002		0.00000000E+000	
2.65016770E+000		-1.02626961E+002		0.00000000E+000	
2.65018678E+000		-1.04030121E+002		0.00000000E+000	
2.65020609E+000		-1.04231941E+002		0.00000000E+000	
2.65022540E+000		-1.01994431E+002		0.00000000E+000	
2.65024447E+000		-1.01369331E+002		0.00000000E+000	
2.65026379E+000		-1.01521118E+002		0.00000000E+000	
2.65028286E+000		-1.01336441E+002		0.00000000E+000	
2.65030217E+000		-1.02019165E+002		0.00000000E+000	
2.65032125E+000		-1.03434555E+002		0.00000000E+000	
2.65034056E+000		-1.03961731E+002		0.00000000E+000	
2.65035963E+000		-1.04464691E+002		0.00000000E+000	
2.65037894E+000		-1.04429718E+002		0.00000000E+000	
2.65039825E+000		-1.05784592E+002		0.00000000E+000	
2.65041733E+000		-1.03433876E+002		0.00000000E+000	
2.65043664E+000		-1.03374245E+002		0.00000000E+000	
2.65045571E+000		-1.03673172E+002		0.00000000E+000	
2.65047503E+000		-1.03718452E+002		0.00000000E+000	
2.65049410E+000		-1.01833305E+002		0.00000000E+000	
2.65051341E+000		-1.03444275E+002		0.00000000E+000	
2.65053272E+000		-1.03855591E+002		0.00000000E+000	
2.65055180E+000		-1.02720734E+002		0.00000000E+000	
2.65057111E+000		-1.02748428E+002		0.00000000E+000	
2.65059018E+000		-1.04359619E+002		0.00000000E+000	
2.65060949E+000		-1.05169212E+002		0.00000000E+000	
2.65062857E+000		-1.05391205E+002		0.00000000E+000	
2.65064788E+000		-1.05824577E+002		0.00000000E+000	
2.65066719E+000		-1.04862068E+002		0.00000000E+000	
2.65068626E+000		-1.05847122E+002		0.00000000E+000	
2.65070558E+000		-1.04728195E+002		0.00000000E+000	
2.65072465E+000		-1.04263275E+002		0.00000000E+000	
2.65074396E+000		-1.04858749E+002		0.00000000E+000	
2.65076303E+000		-1.05522148E+002		0.00000000E+000	
2.65078235E+000		-1.03781090E+002		0.00000000E+000	
2.65080166E+000		-1.02606506E+002		0.00000000E+000	
2.65082073E+000		-1.02736526E+002		0.00000000E+000	
2.65084004E+000		-1.02996826E+002		0.00000000E+000	
2.65085912E+000		-1.02843170E+002		0.00000000E+000	
2.65087843E+000		-1.00775528E+002		0.00000000E+000	
2.65089750E+000		-1.01330750E+002		0.00000000E+000	
2.65091681E+000		-1.00498161E+002		0.00000000E+000	
2.65093589E+000		-1.00452744E+002		0.00000000E+000	
2.65095520E+000		-1.00513733E+002		0.00000000E+000	
2.65097451E+000		-1.03551445E+002		0.00000000E+000	
2.65099359E+000		-1.04924957E+002		0.00000000E+000	
2.65101290E+000		-1.07932556E+002		0.00000000E+000	
2.65103197E+000		-1.05705330E+002		0.00000000E+000	
2.65105128E+000		-1.03457764E+002		0.00000000E+000	
2.65107036E+000		-1.03484306E+002		0.00000000E+000	
2.65108967E+000		-1.02410088E+002		0.00000000E+000	
2.65110898E+000		-1.02438278E+002		0.00000000E+000	
2.65112805E+000		-1.03323517E+002		0.00000000E+000	
2.65114737E+000		-1.05744751E+002		0.00000000E+000	
2.65116644E+000		-1.05951782E+002		0.00000000E+000	
2.65118575E+000		-1.04214676E+002		0.00000000E+000	
2.65120482E+000		-1.04334091E+002		0.00000000E+000	
2.65122414E+000		-1.04366692E+002		0.00000000E+000	
2.65124345E+000		-1.03748161E+002		0.00000000E+000	
2.65126252E+000		-1.03747406E+002		0.00000000E+000	
2.65128183E+000		-1.04210663E+002		0.00000000E+000	
2.65130091E+000		-1.03864227E+002		0.00000000E+000	
2.65132022E+000		-1.02816582E+002		0.00000000E+000	
2.65133929E+000		-1.03588242E+002		0.00000000E+000	
2.65135860E+000		-1.03543404E+002		0.00000000E+000	
2.65137792E+000		-1.05912216E+002		0.00000000E+000	
2.65139699E+000		-1.06212433E+002		0.00000000E+000	
2.65141630E+000		-1.08945084E+002		0.00000000E+000	
2.65143538E+000		-1.06184425E+002		0.00000000E+000	
2.65145469E+000		-1.03391388E+002		0.00000000E+000	
2.65147376E+000		-1.02178459E+002		0.00000000E+000	
2.65149307E+000		-1.02157433E+002		0.00000000E+000	
2.65151215E+000		-1.00455643E+002		0.00000000E+000	
2.65153146E+000		-1.00302689E+002		0.00000000E+000	
2.65155077E+000		-1.00530807E+002		0.00000000E+000	
2.65156984E+000		-1.01142876E+002		0.00000000E+000	
2.65158916E+000		-1.00035980E+002		0.00000000E+000	
2.65160823E+000		-1.01225510E+002		0.00000000E+000	
