Acquired on 3/23/2026 at 20:45:11
Calibrated on 2/21/2023 at 03:14:48
Device Descriptor:  [none]
Scan Range (nm):  1545.445  --  1588.034
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100209
Frequency domain window was not applied to measurement data.
Gage length:  1.000766 cm
Sensor spacing:  0.099884 cm
Number of Data Points (in this file):  41648
NOTE: Data stored in this file is not decimated.

Length (m)	Length (m)	Amplitude (dB/mm)	Spectral Shift (GHz)	Spectral Shift Quality	
2.59699845E+000	2.85376883E+000	-1.09345428E+002	-4.68750732E+002	2.26302490E-001	
2.59701753E+000	2.85476756E+000	-1.07406387E+002	2.04858081E+003	2.33210132E-001	
2.59703684E+000	2.85576653E+000	-1.06314735E+002	-4.71258087E+002	2.18458831E-001	
2.59705591E+000	2.85676527E+000	-1.06616226E+002	2.04613428E+003	2.07816273E-001	
2.59707522E+000	2.85776424E+000	-1.05161598E+002	-4.74963623E+002	2.00278610E-001	
2.59709454E+000	2.85876298E+000	-1.05154175E+002	2.04497205E+003	2.05772817E-001	
2.59711361E+000	2.85976195E+000	-1.06356064E+002	-3.14370308E+001	2.46223137E-001	
2.59713292E+000	2.86076069E+000	-1.07790443E+002	-3.18485184E+001	2.48453870E-001	
2.59715199E+000	2.86175966E+000	-1.04867188E+002	-3.04890919E+001	5.26819170E-001	
2.59717131E+000	2.86275840E+000	-1.05129501E+002	-3.04968433E+001	6.11142814E-001	
2.59719038E+000	2.86375713E+000	-1.04924614E+002	-3.07411919E+001	6.72639370E-001	
2.59720969E+000	2.86475611E+000	-1.04735825E+002	-3.06469269E+001	7.23475277E-001	
2.59722900E+000	2.86575484E+000	-1.03664459E+002	-3.06568489E+001	7.11929023E-001	
2.59724808E+000	2.86675382E+000	-1.05641159E+002	-3.06980915E+001	7.50440419E-001	
2.59726739E+000	2.86775255E+000	-1.06622887E+002	-3.06785564E+001	7.32245326E-001	
2.59728646E+000	2.86875153E+000	-1.07796089E+002	-3.06729736E+001	7.30065405E-001	
2.59730577E+000	2.86975026E+000	-1.08564896E+002	-3.05399456E+001	7.53224134E-001	
2.59732485E+000	2.87074924E+000	-1.12678452E+002	-3.06261520E+001	7.44693875E-001	
2.59734416E+000	2.87174797E+000	-1.09823761E+002	-3.07725143E+001	7.62992442E-001	
2.59736323E+000	2.87274694E+000	-1.08021744E+002	-3.05780869E+001	7.50755250E-001	
2.59738255E+000	2.87374568E+000	-1.07349197E+002	-3.07777843E+001	7.40287483E-001	
2.59740186E+000	2.87474465E+000	-1.06877579E+002	-3.06580887E+001	7.53813148E-001	
2.59742093E+000	2.87574339E+000	-1.06345589E+002	-3.07263088E+001	7.30612934E-001	
2.59744024E+000	2.87674212E+000	-1.06961906E+002	-3.06100254E+001	7.18971789E-001	
2.59745932E+000	2.87774110E+000	-1.07200394E+002	-3.06128178E+001	7.37076759E-001	
2.59747863E+000	2.87873983E+000	-1.05773476E+002	-3.06373119E+001	7.42461860E-001	
2.59749770E+000	2.87973881E+000	-1.05343979E+002	-3.05219631E+001	7.51782477E-001	
2.59751701E+000	2.88073754E+000	-1.05216263E+002	-3.05889416E+001	7.41965353E-001	
2.59753633E+000	2.88173652E+000	-1.05157440E+002	-3.06391735E+001	7.24243283E-001	
2.59755540E+000	2.88273525E+000	-1.06097595E+002	-3.05300236E+001	7.29844809E-001	
2.59757471E+000	2.88373423E+000	-1.07700485E+002	-3.05098686E+001	7.48394787E-001	
2.59759378E+000	2.88473296E+000	-1.09050339E+002	-3.06084747E+001	7.78665662E-001	
2.59761310E+000	2.88573194E+000	-1.08300201E+002	-3.05787067E+001	7.78840244E-001	
2.59763217E+000	2.88673067E+000	-1.08065117E+002	-3.07545280E+001	7.68051565E-001	
2.59765148E+000	2.88772941E+000	-1.06908737E+002	-3.05021172E+001	7.84873128E-001	
2.59767079E+000	2.88872838E+000	-1.06974136E+002	-3.04466095E+001	8.02672088E-001	
2.59768987E+000	2.88972712E+000	-1.05577759E+002	-3.04311047E+001	7.65659332E-001	
2.59770918E+000	2.89072609E+000	-1.05186241E+002	-3.04013367E+001	7.54281461E-001	
2.59772825E+000	2.89172482E+000	-1.04186821E+002	-3.03951340E+001	7.59650171E-001	
2.59774756E+000	2.89272380E+000	-1.04627655E+002	-3.04345169E+001	7.90561378E-001	
2.59776664E+000	2.89372253E+000	-1.04906281E+002	-3.04087791E+001	7.66970873E-001	
2.59778595E+000	2.89472151E+000	-1.05565720E+002	-3.04562206E+001	7.70502985E-001	
2.59780526E+000	2.89572024E+000	-1.07440636E+002	-3.03402500E+001	7.61788547E-001	
2.59782434E+000	2.89671922E+000	-1.11553383E+002	-3.03662968E+001	7.74058878E-001	
2.59784365E+000	2.89771795E+000	-1.12217422E+002	-3.04419575E+001	7.47199953E-001	
2.59786272E+000	2.89871693E+000	-1.11053986E+002	-3.05138988E+001	7.64042974E-001	
2.59788203E+000	2.89971566E+000	-1.10275459E+002	-3.05563812E+001	7.62948632E-001	
2.59790111E+000	2.90071440E+000	-1.10526978E+002	-3.05644436E+001	7.67832100E-001	
2.59792042E+000	2.90171337E+000	-1.10291382E+002	-3.05495586E+001	7.48375773E-001	
2.59793949E+000	2.90271211E+000	-1.09288055E+002	-3.04556026E+001	7.58707285E-001	
2.59795880E+000	2.90371108E+000	-1.08514336E+002	-3.03715687E+001	7.66938686E-001	
2.59797812E+000	2.90470982E+000	-1.07846718E+002	-3.04307957E+001	7.72692323E-001	
2.59799719E+000	2.90570879E+000	-1.07900421E+002	-3.03969955E+001	7.74374127E-001	
2.59801650E+000	2.90670753E+000	-1.07336212E+002	-3.04227333E+001	7.86804676E-001	
2.59803557E+000	2.90770650E+000	-1.05961418E+002	-3.05042858E+001	7.61300325E-001	
2.59805489E+000	2.90870523E+000	-1.06593018E+002	-3.05107975E+001	7.51768291E-001	
2.59807396E+000	2.90970421E+000	-1.08003998E+002	-3.04881611E+001	7.54370153E-001	
2.59809327E+000	2.91070294E+000	-1.07407906E+002	-3.04872322E+001	7.71496534E-001	
2.59811258E+000	2.91170168E+000	-1.08012390E+002	-3.05095596E+001	7.74571717E-001	
2.59813166E+000	2.91270065E+000	-1.12116776E+002	-3.05461483E+001	7.95002282E-001	
2.59815097E+000	2.91369939E+000	-1.10224854E+002	-3.05926609E+001	7.98151851E-001	
2.59817004E+000	2.91469836E+000	-1.10591194E+002	-3.06602612E+001	7.83655941E-001	
2.59818935E+000	2.91569710E+000	-1.10668777E+002	-3.05523491E+001	7.61153340E-001	
2.59820843E+000	2.91669607E+000	-1.10324982E+002	-3.06121960E+001	7.77749777E-001	
2.59822774E+000	2.91769481E+000	-1.05374100E+002	-3.06512680E+001	8.00523818E-001	
2.59824705E+000	2.91869378E+000	-1.04759857E+002	-3.05861492E+001	7.85514295E-001	
2.59826612E+000	2.91969252E+000	-1.04766418E+002	-3.06152973E+001	7.60382473E-001	
2.59828544E+000	2.92069149E+000	-1.04327499E+002	-3.08283272E+001	7.88552761E-001	
2.59830451E+000	2.92169023E+000	-1.03717361E+002	-3.07790241E+001	7.50554502E-001	
2.59832382E+000	2.92268920E+000	-1.05991173E+002	-3.08472443E+001	7.79520571E-001	
2.59834290E+000	2.92368793E+000	-1.07271088E+002	-3.09179440E+001	7.32657492E-001	
2.59836221E+000	2.92468667E+000	-1.07204483E+002	-3.08460045E+001	7.06887066E-001	
2.59838152E+000	2.92568564E+000	-1.07292099E+002	-3.09563942E+001	7.07650244E-001	
2.59840059E+000	2.92668438E+000	-1.08564720E+002	-3.12767162E+001	6.87143803E-001	
2.59841990E+000	2.92768335E+000	-1.07879196E+002	-3.09331379E+001	7.24815786E-001	
2.59843898E+000	2.92868209E+000	-1.07388680E+002	-3.08860035E+001	7.00583637E-001	
2.59845829E+000	2.92968106E+000	-1.06556633E+002	-3.08373203E+001	6.85348451E-001	
2.59847736E+000	2.93067980E+000	-1.07560593E+002	-3.08351498E+001	6.96960330E-001	
2.59849668E+000	2.93167877E+000	-1.07274704E+002	-3.07877064E+001	7.18328357E-001	
2.59851575E+000	2.93267751E+000	-1.08083000E+002	-3.08549957E+001	7.28479445E-001	
2.59853506E+000	2.93367648E+000	-1.08847435E+002	-3.07613487E+001	7.42864788E-001	
2.59855437E+000	2.93467522E+000	-1.09048477E+002	-3.08215065E+001	7.43420482E-001	
2.59857345E+000	2.93567419E+000	-1.08135643E+002	-3.08146858E+001	7.56882787E-001	
2.59859276E+000	2.93667293E+000	-1.06723183E+002	-3.09055405E+001	7.72524357E-001	
2.59861183E+000	2.93767166E+000	-1.06739235E+002	-3.08546867E+001	7.87433565E-001	
2.59863114E+000	2.93867064E+000	-1.06957939E+002	-3.09718990E+001	7.47466564E-001	
2.59865022E+000	2.93966937E+000	-1.05965347E+002	-3.13381138E+001	7.86007047E-001	
2.59866953E+000	2.94066834E+000	-1.06568787E+002	-3.13576469E+001	7.67050505E-001	
2.59868884E+000	2.94166708E+000	-1.06934097E+002	-3.13201275E+001	7.35258520E-001	
2.59870791E+000	2.94266605E+000	-1.06733582E+002	-3.09430599E+001	7.43071914E-001	
2.59872723E+000	2.94366479E+000	-1.05541237E+002	-3.09613571E+001	7.53514946E-001	
2.59874630E+000	2.94466376E+000	-1.07070625E+002	-3.11501999E+001	7.30628431E-001	
2.59876561E+000	2.94566250E+000	-1.07046577E+002	-3.12190399E+001	7.27441311E-001	
2.59878469E+000	2.94666147E+000	-1.07803917E+002	-3.12534580E+001	7.57407427E-001	
2.59880400E+000	2.94766021E+000	-1.08365158E+002	-3.12869473E+001	7.52719522E-001	
2.59882331E+000	2.94865894E+000	-1.10876457E+002	-3.12550087E+001	7.60438859E-001	
2.59884238E+000	2.94965792E+000	-1.08068939E+002	-3.12912903E+001	7.42075920E-001	
2.59886169E+000	2.95065665E+000	-1.07511177E+002	-3.13235397E+001	7.48775661E-001	
2.59888077E+000	2.95165563E+000	-1.07856628E+002	-3.13511372E+001	7.37923861E-001	
2.59890008E+000	2.95265436E+000	-1.07358704E+002	-3.13551674E+001	7.40152001E-001	
2.59891915E+000	2.95365334E+000	-1.05422195E+002	-3.13455563E+001	7.49050081E-001	
2.59893847E+000	2.95465207E+000	-1.05345032E+002	-3.13545475E+001	7.42490828E-001	
2.59895778E+000	2.95565104E+000	-1.05029114E+002	-3.09318981E+001	7.61797249E-001	
2.59897685E+000	2.95664978E+000	-1.04454659E+002	-3.12903595E+001	7.56557763E-001	
2.59899616E+000	2.95764875E+000	-1.03932335E+002	-3.13560982E+001	7.60290027E-001	
2.59901524E+000	2.95864749E+000	-1.04885620E+002	-3.14485035E+001	7.68180549E-001	
2.59903455E+000	2.95964646E+000	-1.05492020E+002	-3.13768749E+001	7.48107851E-001	
2.59905362E+000	2.96064520E+000	-1.06245163E+002	-3.13533077E+001	7.26379156E-001	
2.59907293E+000	2.96164393E+000	-1.07782219E+002	-3.11083374E+001	7.39087760E-001	
2.59909201E+000	2.96264291E+000	-1.08766174E+002	-3.09455414E+001	7.70977378E-001	
2.59911132E+000	2.96364164E+000	-1.09961365E+002	-3.12943897E+001	7.60394156E-001	
2.59913063E+000	2.96464062E+000	-1.09603455E+002	-3.12881870E+001	7.73867428E-001	
2.59914970E+000	2.96563935E+000	-1.09677765E+002	-3.13821449E+001	7.65442908E-001	
2.59916902E+000	2.96663833E+000	-1.08072708E+002	-3.13328400E+001	7.73907244E-001	
2.59918809E+000	2.96763706E+000	-1.06712502E+002	-3.14212151E+001	7.64645576E-001	
2.59920740E+000	2.96863604E+000	-1.06214790E+002	-3.14280376E+001	7.85311937E-001	
2.59922647E+000	2.96963477E+000	-1.07266083E+002	-3.14311371E+001	7.29145229E-001	
2.59924579E+000	2.97063375E+000	-1.07130157E+002	-3.14757900E+001	7.14490354E-001	
2.59926510E+000	2.97163248E+000	-1.07724609E+002	-3.15421505E+001	7.52177298E-001	
2.59928417E+000	2.97263122E+000	-1.10053009E+002	-3.14894371E+001	7.69475520E-001	
2.59930348E+000	2.97363019E+000	-1.10101006E+002	-3.15347080E+001	7.77900398E-001	
2.59932256E+000	2.97462893E+000	-1.07115440E+002	-3.15182743E+001	7.93287933E-001	
2.59934187E+000	2.97562790E+000	-1.07261887E+002	-3.16370373E+001	7.75728524E-001	
2.59936094E+000	2.97662663E+000	-1.04967842E+002	-3.13840046E+001	8.20336938E-001	
2.59938025E+000	2.97762561E+000	-1.05264671E+002	-3.13340816E+001	7.89858401E-001	
2.59939957E+000	2.97862434E+000	-1.05616806E+002	-3.14128437E+001	7.84524322E-001	
2.59941864E+000	2.97962332E+000	-1.05653191E+002	-3.14022999E+001	7.69962966E-001	
2.59943795E+000	2.98062205E+000	-1.05707314E+002	-3.12726841E+001	7.50113845E-001	
2.59945703E+000	2.98162103E+000	-1.08548370E+002	-3.13207493E+001	7.35584557E-001	
2.59947634E+000	2.98261976E+000	-1.07307220E+002	-3.09377899E+001	7.56619751E-001	
2.59949541E+000	2.98361874E+000	-1.06875191E+002	-3.09607353E+001	7.51537323E-001	
2.59951472E+000	2.98461747E+000	-1.07340050E+002	-3.10525208E+001	7.39052594E-001	
2.59953403E+000	2.98561621E+000	-1.06708450E+002	-3.09241467E+001	7.51653492E-001	
2.59955311E+000	2.98661518E+000	-1.06278900E+002	-3.08029003E+001	7.24438429E-001	
2.59957242E+000	2.98761392E+000	-1.06108101E+002	-3.07889481E+001	7.22535014E-001	
2.59959149E+000	2.98861289E+000	-1.06551025E+002	-3.07824364E+001	7.52615035E-001	
2.59961081E+000	2.98961163E+000	-1.08212852E+002	-3.06816559E+001	7.53118753E-001	
2.59962988E+000	2.99061060E+000	-1.08234398E+002	-3.07390213E+001	7.51821280E-001	
2.59964919E+000	2.99160933E+000	-1.09121971E+002	-3.07036724E+001	7.49610722E-001	
2.59966826E+000	2.99260831E+000	-1.10254974E+002	-3.05777760E+001	7.39693463E-001	
2.59968758E+000	2.99360704E+000	-1.07857658E+002	-3.03554440E+001	7.75728106E-001	
2.59970689E+000	2.99460602E+000	-1.06080231E+002	-3.04748287E+001	7.76664972E-001	
2.59972596E+000	2.99560475E+000	-1.06278351E+002	-3.04881611E+001	7.71008849E-001	
2.59974527E+000	2.99660349E+000	-1.06271431E+002	-3.03814907E+001	7.57894397E-001	
2.59976435E+000	2.99760246E+000	-1.06415482E+002	-3.03873825E+001	7.83775568E-001	
2.59978366E+000	2.99860120E+000	-1.07542297E+002	-3.03160648E+001	7.84081280E-001	
2.59980273E+000	2.99960017E+000	-1.09615128E+002	-3.02066002E+001	7.74056435E-001	
2.59982204E+000	3.00059891E+000	-1.09278412E+002	-3.01597786E+001	7.96754241E-001	
2.59984136E+000	3.00159788E+000	-1.09497543E+002	-3.01848965E+001	7.81561494E-001	
2.59986043E+000	3.00259662E+000	-1.07687981E+002	-3.01176071E+001	7.87770092E-001	
2.59987974E+000	3.00359559E+000	-1.07426605E+002	-2.99616318E+001	7.67087281E-001	
2.59989882E+000	3.00459433E+000	-1.07810204E+002	-2.99653530E+001	7.61668563E-001	
2.59991813E+000	3.00559330E+000	-1.08432388E+002	-2.97002277E+001	7.80636966E-001	
2.59993720E+000	3.00659204E+000	-1.08065422E+002	-2.99972916E+001	7.79538095E-001	
2.59995651E+000	3.00759101E+000	-1.10779694E+002	-2.97665863E+001	7.74940491E-001	
2.59997582E+000	3.00858974E+000	-1.09119713E+002	-3.01501656E+001	7.71651506E-001	
2.59999490E+000	3.00958848E+000	-1.08446350E+002	-2.97479820E+001	7.91576743E-001	
2.60001421E+000	3.01058745E+000	-1.08066971E+002	-2.96921654E+001	7.69360125E-001	
2.60003328E+000	3.01158619E+000	-1.08408279E+002	-2.95333996E+001	7.46306598E-001	
2.60005260E+000	3.01258516E+000	-1.08035652E+002	-2.94899902E+001	7.17051923E-001	
2.60007167E+000	3.01358390E+000	-1.09736252E+002	-2.93352547E+001	7.28945732E-001	
2.60009098E+000	3.01458287E+000	-1.09767303E+002	-2.91023788E+001	7.46372879E-001	
2.60011029E+000	3.01558161E+000	-1.10255569E+002	-2.91132317E+001	7.46588707E-001	
2.60012937E+000	3.01658058E+000	-1.09071312E+002	-2.89904366E+001	7.40717590E-001	
2.60014868E+000	3.01757932E+000	-1.07558228E+002	-2.90840816E+001	7.86304116E-001	
2.60016775E+000	3.01857829E+000	-1.07010025E+002	-2.90512142E+001	7.82829404E-001	
2.60018706E+000	3.01957703E+000	-1.07247429E+002	-2.90862541E+001	7.83801854E-001	
2.60020614E+000	3.02057576E+000	-1.05598022E+002	-2.88794250E+001	7.46342301E-001	
2.60022545E+000	3.02157474E+000	-1.04590515E+002	-2.88772564E+001	7.58607566E-001	
2.60024452E+000	3.02257347E+000	-1.05444595E+002	-2.87935314E+001	7.54912496E-001	
2.60026383E+000	3.02357244E+000	-1.05280228E+002	-2.84139824E+001	7.26487637E-001	
2.60028315E+000	3.02457118E+000	-1.03993950E+002	-2.83324299E+001	7.37637043E-001	
2.60030222E+000	3.02557015E+000	-1.04113907E+002	-2.82871571E+001	7.30817497E-001	
2.60032153E+000	3.02656889E+000	-1.05525009E+002	-2.81479282E+001	7.59894788E-001	
2.60034060E+000	3.02756786E+000	-1.05504196E+002	-2.81069946E+001	7.66808391E-001	
2.60035992E+000	3.02856660E+000	-1.06213684E+002	-2.82173882E+001	7.86374211E-001	
2.60037899E+000	3.02956557E+000	-1.08577545E+002	-2.81975422E+001	7.85338461E-001	
2.60039830E+000	3.03056431E+000	-1.10802376E+002	-2.80468388E+001	7.81060398E-001	
2.60041761E+000	3.03156328E+000	-1.10106781E+002	-2.80505600E+001	7.89924562E-001	
2.60043669E+000	3.03256202E+000	-1.10305283E+002	-2.80344353E+001	7.66910493E-001	
2.60045600E+000	3.03356075E+000	-1.10486099E+002	-2.79513321E+001	7.66815662E-001	
2.60047507E+000	3.03455973E+000	-1.11147842E+002	-2.78093109E+001	7.59568751E-001	
2.60049438E+000	3.03555846E+000	-1.10949875E+002	-2.77600079E+001	7.65272081E-001	
2.60051346E+000	3.03655744E+000	-1.11773727E+002	-2.75981407E+001	7.21627057E-001	
2.60053277E+000	3.03755617E+000	-1.10452126E+002	-2.75637207E+001	7.35833704E-001	
2.60055208E+000	3.03855515E+000	-1.09516708E+002	-2.70793648E+001	7.34503984E-001	
2.60057116E+000	3.03955388E+000	-1.08895836E+002	-2.70917683E+001	7.50208616E-001	
2.60059047E+000	3.04055285E+000	-1.08353760E+002	-2.75172081E+001	7.73729622E-001	
2.60060954E+000	3.04155159E+000	-1.08716156E+002	-2.70511456E+001	7.91231096E-001	
2.60062885E+000	3.04255056E+000	-1.09445740E+002	-2.68080368E+001	7.79608786E-001	
2.60064793E+000	3.04354930E+000	-1.07735710E+002	-2.68142376E+001	7.55298853E-001	
2.60066724E+000	3.04454827E+000	-1.07840424E+002	-2.67125301E+001	7.72431433E-001	
2.60068655E+000	3.04554701E+000	-1.08665688E+002	-2.65649281E+001	7.66110122E-001	
2.60070562E+000	3.04654574E+000	-1.08137703E+002	-2.64492645E+001	7.89416552E-001	
2.60072494E+000	3.04754472E+000	-1.08416397E+002	-2.63807373E+001	7.77690232E-001	
2.60074401E+000	3.04854345E+000	-1.10697861E+002	-2.63686428E+001	7.49001682E-001	
2.60076332E+000	3.04954243E+000	-1.11222931E+002	-2.61723576E+001	7.45094597E-001	
2.60078239E+000	3.05054116E+000	-1.11782951E+002	-2.61953030E+001	7.57502317E-001	
2.60080171E+000	3.05154014E+000	-1.12961800E+002	-2.58138962E+001	7.53420711E-001	
2.60082078E+000	3.05253887E+000	-1.12323219E+002	-2.56182289E+001	7.43258595E-001	
2.60084009E+000	3.05353785E+000	-1.13218956E+002	-2.53819447E+001	7.36977100E-001	
2.60085940E+000	3.05453658E+000	-1.11361549E+002	-2.53760509E+001	7.64634848E-001	
2.60087848E+000	3.05553555E+000	-1.11311981E+002	-2.53478336E+001	7.68572032E-001	
2.60089779E+000	3.05653429E+000	-1.10411728E+002	-2.53822536E+001	7.92835653E-001	
2.60091686E+000	3.05753303E+000	-1.09990219E+002	-2.52613182E+001	7.93499053E-001	
2.60093617E+000	3.05853200E+000	-1.09770248E+002	-2.50532475E+001	7.54995644E-001	
2.60095525E+000	3.05953074E+000	-1.10872963E+002	-2.45834675E+001	7.78339207E-001	
2.60097456E+000	3.06052971E+000	-1.10013672E+002	-2.44981918E+001	7.71412313E-001	
2.60099387E+000	3.06152844E+000	-1.09674835E+002	-2.41915150E+001	7.68761218E-001	
2.60101295E+000	3.06252742E+000	-1.10067360E+002	-2.40215874E+001	7.83057690E-001	
2.60103226E+000	3.06352615E+000	-1.10077774E+002	-2.38563099E+001	7.75678515E-001	
2.60105133E+000	3.06452513E+000	-1.10279076E+002	-2.37239017E+001	7.46352494E-001	
2.60107064E+000	3.06552386E+000	-1.10789673E+002	-2.32959805E+001	7.38075018E-001	
2.60108972E+000	3.06652284E+000	-1.10175735E+002	-2.31976814E+001	7.64178932E-001	
2.60110903E+000	3.06752157E+000	-1.10197830E+002	-2.30128708E+001	7.83556163E-001	
2.60112834E+000	3.06852055E+000	-1.10551079E+002	-2.28280563E+001	8.29872131E-001	
2.60114741E+000	3.06951928E+000	-1.10480453E+002	-2.25638638E+001	7.87138581E-001	
2.60116673E+000	3.07051802E+000	-1.08326729E+002	-2.19145393E+001	7.56741881E-001	
2.60118580E+000	3.07151699E+000	-1.07433319E+002	-2.15697212E+001	7.84496844E-001	
2.60120511E+000	3.07251573E+000	-1.07620392E+002	-2.11343575E+001	7.40354002E-001	
2.60122418E+000	3.07351470E+000	-1.06167000E+002	-2.04707680E+001	7.42048323E-001	
2.60124350E+000	3.07451344E+000	-1.05680405E+002	-2.00493584E+001	7.82444239E-001	
2.60126257E+000	3.07551241E+000	-1.06472397E+002	-1.91187859E+001	7.61789620E-001	
2.60128188E+000	3.07651114E+000	-1.07890663E+002	-1.85727215E+001	7.20317125E-001	
2.60130119E+000	3.07751012E+000	-1.06268349E+002	-1.77215290E+001	7.19224811E-001	
2.60132027E+000	3.07850885E+000	-1.07645432E+002	-1.67869244E+001	7.15078712E-001	
2.60133958E+000	3.07950783E+000	-1.07852280E+002	-1.61422501E+001	7.34062314E-001	
2.60135865E+000	3.08050656E+000	-1.08145782E+002	-1.51878004E+001	7.40063965E-001	
2.60137796E+000	3.08150530E+000	-1.08113525E+002	-1.43052883E+001	7.52596140E-001	
2.60139704E+000	3.08250427E+000	-1.10946945E+002	-1.36882153E+001	7.30036020E-001	
2.60141635E+000	3.08350301E+000	-1.10523720E+002	-1.30283480E+001	7.77999341E-001	
2.60143566E+000	3.08450198E+000	-1.10844955E+002	-1.27319031E+001	7.53231347E-001	
2.60145473E+000	3.08550072E+000	-1.11865150E+002	-1.23015013E+001	7.67901540E-001	
2.60147405E+000	3.08649969E+000	-1.11290436E+002	-1.18360586E+001	7.74031520E-001	
2.60149312E+000	3.08749843E+000	-1.09894958E+002	-1.18276873E+001	7.54985750E-001	
2.60151243E+000	3.08849740E+000	-1.09410439E+002	-1.17991590E+001	7.38971174E-001	
2.60153151E+000	3.08949614E+000	-1.09695999E+002	-1.18909445E+001	7.70983517E-001	
2.60155082E+000	3.09049511E+000	-1.09226074E+002	-1.18627262E+001	7.45130658E-001	
2.60157013E+000	3.09149384E+000	-1.08471901E+002	-1.19551325E+001	7.36205459E-001	
2.60158920E+000	3.09249282E+000	-1.09176163E+002	-1.18670673E+001	7.44448125E-001	
2.60160851E+000	3.09349155E+000	-1.08447075E+002	-1.19135809E+001	7.29299963E-001	
2.60162759E+000	3.09449029E+000	-1.08568832E+002	-1.18382282E+001	7.44809568E-001	
2.60164690E+000	3.09548926E+000	-1.07727493E+002	-1.22695618E+001	7.39757061E-001	
2.60166597E+000	3.09648800E+000	-1.08577072E+002	-1.22971592E+001	7.39163458E-001	
2.60168529E+000	3.09748697E+000	-1.07424927E+002	-1.21839771E+001	7.53491580E-001	
2.60170460E+000	3.09848571E+000	-1.07154861E+002	-1.19107904E+001	7.75797963E-001	
2.60172367E+000	3.09948468E+000	-1.06995026E+002	-1.19811802E+001	7.67050028E-001	
2.60174298E+000	3.10048342E+000	-1.07886917E+002	-1.18152838E+001	7.75803566E-001	
2.60176206E+000	3.10148239E+000	-1.07984070E+002	-1.17185364E+001	7.34164774E-001	
2.60178137E+000	3.10248113E+000	-1.06979912E+002	-1.17492342E+001	7.40611792E-001	
2.60180044E+000	3.10348010E+000	-1.07983994E+002	-1.17985373E+001	7.39758372E-001	
2.60181975E+000	3.10447884E+000	-1.06912262E+002	-1.17653589E+001	7.29506791E-001	
2.60183883E+000	3.10547757E+000	-1.06599266E+002	-1.18112516E+001	7.42244065E-001	
2.60185814E+000	3.10647655E+000	-1.06072533E+002	-1.18679972E+001	7.48297751E-001	
2.60187745E+000	3.10747528E+000	-1.07281433E+002	-1.19079990E+001	7.74327040E-001	
2.60189652E+000	3.10847425E+000	-1.07882538E+002	-1.18202448E+001	7.56896079E-001	
2.60191584E+000	3.10947299E+000	-1.07658783E+002	-1.18667564E+001	7.56923378E-001	
2.60193491E+000	3.11047196E+000	-1.06920998E+002	-1.18866024E+001	7.28512585E-001	
2.60195422E+000	3.11147070E+000	-1.07376877E+002	-1.23387117E+001	7.34165967E-001	
2.60197330E+000	3.11246967E+000	-1.08058258E+002	-1.24286366E+001	7.55831063E-001	
2.60199261E+000	3.11346841E+000	-1.07200966E+002	-1.23570061E+001	7.77325869E-001	
2.60201192E+000	3.11446738E+000	-1.08579315E+002	-1.23759222E+001	7.65713155E-001	
2.60203099E+000	3.11546612E+000	-1.07797844E+002	-1.23306484E+001	7.54628360E-001	
2.60205030E+000	3.11646509E+000	-1.05826385E+002	-1.22441349E+001	7.73196340E-001	
2.60206938E+000	3.11746383E+000	-1.05449966E+002	-1.18667564E+001	7.76430488E-001	
2.60208869E+000	3.11846256E+000	-1.04598000E+002	-1.16937284E+001	8.00968647E-001	
2.60210776E+000	3.11946154E+000	-1.04603966E+002	-1.16810150E+001	7.98630893E-001	
2.60212708E+000	3.12046027E+000	-1.05755348E+002	-1.16214781E+001	7.64383018E-001	
2.60214639E+000	3.12145925E+000	-1.07974884E+002	-1.16937284E+001	7.63068914E-001	
2.60216546E+000	3.12245798E+000	-1.07356110E+002	-1.18078413E+001	7.77419090E-001	
2.60218477E+000	3.12345695E+000	-1.10215088E+002	-1.22456856E+001	7.65745819E-001	
2.60220385E+000	3.12445569E+000	-1.09984802E+002	-1.22134361E+001	7.13616192E-001	
2.60222316E+000	3.12545466E+000	-1.07448395E+002	-1.18648977E+001	6.95128381E-001	
2.60224223E+000	3.12645340E+000	-1.06568954E+002	-1.23160753E+001	6.96801305E-001	
2.60226154E+000	3.12745237E+000	-1.05628265E+002	-1.23954573E+001	6.78701103E-001	
2.60228086E+000	3.12845111E+000	-1.04541168E+002	-1.24143734E+001	6.64613128E-001	
2.60229993E+000	3.12944984E+000	-1.04263344E+002	-1.26770172E+001	6.81512117E-001	
2.60231924E+000	3.13044882E+000	-1.05206467E+002	-1.35821638E+001	6.48956895E-001	
2.60233831E+000	3.13144755E+000	-1.05554207E+002	-1.48479443E+001	5.96603692E-001	
2.60235763E+000	3.13244653E+000	-1.06664566E+002	-1.65376129E+001	5.03009915E-001	
2.60237670E+000	3.13344526E+000	-1.08581665E+002	-1.88936615E+001	4.04467046E-001	
2.60239601E+000	3.13444424E+000	-1.09965668E+002	-2.27505360E+001	3.77268672E-001	
2.60241508E+000	3.13544297E+000	-1.09619987E+002	-2.55667534E+001	4.74178225E-001	
2.60243440E+000	3.13644195E+000	-1.10500473E+002	-2.79376869E+001	5.28267026E-001	
2.60245371E+000	3.13744068E+000	-1.10110275E+002	-3.03306370E+001	6.18016660E-001	
